"Silent Victory: U.S. Submarines in the Pacific, 1941-45",64,7.289340
Runebound (Third Edition),72,7.289088
Antiquity,72,7.288121
Ticket to Ride: Nordic Countries,81,7.288094
Imperial 2030,83,7.288039
Perdition's Mouth: Abyssal Rift,55,7.286459
The Battle of Five Armies,103,7.286159
Radiant: Offline Battle Arena,24,7.285176
The Guns of Gettysburg,68,7.284183
The Manhattan Project: Energy Empire,69,7.283939
Nations,86,7.283622
Taluva Deluxe,53,7.283436
Champions of Midgard,80,7.283365
Armageddon War: Platoon Level Combat in the End War,37,7.282842
"Königsberg: The Soviet Attack on East Prussia, 1945",36,7.282583
The Dark Valley,52,7.282324
"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)",52,7.282324
Hansa Teutonica,82,7.282149
Battlestations: Galactic Civil War,49,7.281656
The Caucasus Campaign,74,7.280781
"Fallschirmjaeger: The Airborne Assault on Fortress Holland May 10 to 14, 1940",64,7.280334
Fleet: The Dice Game,60,7.280312
Dungeon Petz,81,7.280193
Iron Tide: Panzers in the Ardennes,51,7.279650
Hybrid,51,7.279035
Under Falling Skies: A 9-Card Print-and-Play Game,58,7.277867
Alienation,60,7.277782
Chain of Command,30,7.277540
Ecosystem,38,7.277243
Hearts and Minds: Vietnam 1965-1975,69,7.277198
A Game of Thrones: A Clash of Kings Expansion,77,7.277127
Descent: Journeys in the Dark (Second Edition),81,7.277051
Descent: The Road to Legend,76,7.274562
"Gandhi: The Decolonization of British India, 1917 – 1947",50,7.274420
My Little Scythe,70,7.273540
Downforce,79,7.273431
Bios: Megafauna (Second Edition),51,7.273137
1754: Conquest – The French and Indian War,66,7.272441
Conflict of Heroes: Guadalcanal – The Pacific 1942,55,7.271409
Eat Poop You Cat,85,7.271259
Lignum (Second Edition),67,7.270979
The Barbarossa Campaign,63,7.270485
Doctor Who: Solitaire Story Game,59,7.270283
Merchants & Marauders,78,7.269957
Barrage,77,7.269677
Infinity Defiance,19,7.268488
Dominion,84,7.268473
The Gallerist,79,7.268220
SHŌBU,72,7.268196
The Republic of Rome,66,7.266735
Canvas Eagles: War in the Skies 1914 - 1918,58,7.266553
Ligny 1815: Last Eagles,34,7.266510
Warhammer Quest: Blackstone Fortress,66,7.266251
Black Orchestra,70,7.265670
For the People,64,7.263911
Schafkopf,75,7.263408
Dungeon Alliance,62,7.263130
Bughouse Chess,91,7.262876
Montélimar: Anvil of Fate,22,7.262656
Napoleon at Leipzig,58,7.262027
Roads to Gettysburg,62,7.261506
Ardennes '44: The Battle of the Bulge,49,7.261501
"Baptism By Fire: The Battle of Kasserine, February 1943",41,7.259988
RUMBLESLAM,36,7.259987
Infinity,94,7.259350
Scorched Earth,46,7.258679
Ambush!: Purple Heart,47,7.257275
The Red Dragon Inn 6: Villains,27,7.257197
Waterloo 200,35,7.257081
Awkward Guests,69,7.257073
Century: Golem Edition,81,7.256670
Axis & Allies Anniversary Edition,77,7.256639
Pacific War: The Struggle Against Japan 1941-1945,49,7.256462
KLASK,88,7.256445
Pavlov's House,55,7.256359
Croix de Guerre: ASL Module 10,52,7.255013
Next War: India-Pakistan,33,7.254938
Heaven & Ale,68,7.254604
SpaceCorp,74,7.254435
Descent: The Altar of Despair,67,7.254241
Web of Spies,56,7.254202
RAF: The Battle of Britain 1940,66,7.253766
Dixit: Odyssey,78,7.253349
Coffee Roaster,65,7.252897
Dragon Brew,48,7.252079
Close Action: The Age of Fighting Sail Vol. 1,65,7.251708
No Peace Without Spain! The War of the Spanish Succession 1702-1713,73,7.251093
Heroscape Expansion Set: Thaelenk Tundra,61,7.250689
1936: Guerra Civil,68,7.249725
Warhammer Underworlds: Nightvault,67,7.249620
Friedrich,78,7.247813
1775: Rebellion,83,7.247557
Fallen,59,7.247348
Disney Villainous: Wicked to the Core,62,7.246893
CrossFire: Rules and Organizations for Company Level WW II Gaming,51,7.246473
1960: The Making of the President,79,7.246187
DOOM: The Board Game,69,7.245804
Blood Bowl (Third Edition),84,7.245217
Star Trek: Ascendancy,71,7.245196
IKI,72,7.243778
Grand Austria Hotel,76,7.243448
Blocks in the East,59,7.243432
KeyForge: Age of Ascension,57,7.243282
Container: 10th Anniversary Jumbo Edition!,69,7.243087
Age of Steam,75,7.242532
Replay Baseball,40,7.242512
Istanbul,85,7.242052
Consumption: Food and Choices,30,7.241428
Pandemic: Rising Tide,73,7.240284
Ra,89,7.240060
Memoir '44: Pacific Theater,67,7.239864
Arboretum,74,7.239394
Stonewall Jackson's Way,71,7.239278
Descent: The Well of Darkness,71,7.239278
The Civil War 1861-1865,65,7.238603
Dungeon Twister: Mercenaries,47,7.238537
Decrypto,80,7.238340
Black Rose Wars,60,7.237973
Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,67,7.237810
Heroes & Treasure,17,7.237610
Heroscape Expansion Set: Fields of Valor,53,7.237563
Legendary: A Marvel Deck Building Game – Villains,76,7.237432
Carcassonne: Winter Edition,74,7.237191
Dogs of War,73,7.237164
The Estates,83,7.236885
Cosmic Encounter: Expansion Set #1,40,7.236686
Marne 1918: Friedensturm,38,7.236297
Pax Porfiriana,74,7.235754
Star Trek: The Dice Game,48,7.235494
Ursa Miner,27,7.235413
